the, 49, 0.1, 0.0
of, 24, 0.05, 0.0
and, 19, 0.04, 0.0
in, 16, 0.03, 0.0
to, 13, 0.03, 0.0
german, 10, 0.02, 0.03
was, 7, 0.01, 0.0
companies, 5, 0.01, 0.02
as, 5, 0.01, 0.0
river, 5, 0.01, 0.01
with, 5, 0.01, 0.0
kamerun, 5, 0.01, 0.03
their, 5, 0.01, 0.01
by, 4, 0.01, 0.0
a, 4, 0.01, 0.0
imperial, 4, 0.01, 0.02
parts, 4, 0.01, 0.02
woermann, 4, 0.01, 0.03
trading, 4, 0.01, 0.02
cameroon, 4, 0.01, 0.03
west, 4, 0.01, 0.01
from, 4, 0.01, 0.0
colony, 4, 0.01, 0.03
delta, 3, 0.01, 0.03
these, 3, 0.01, 0.02
two, 3, 0.01, 0.01
for, 3, 0.01, 0.0
duala, 3, 0.01, 0.03
african, 3, 0.01, 0.02
africa, 3, 0.01, 0.02
on, 3, 0.01, 0.0
activities, 3, 0.01, 0.02
