the, 30, 0.08, 0.0
in, 19, 0.05, 0.0
is, 11, 0.03, 0.01
and, 11, 0.03, 0.0
of, 10, 0.03, 0.0
japanese, 9, 0.02, 0.04
was, 8, 0.02, 0.0
a, 7, 0.02, 0.0
to, 6, 0.02, 0.0
hotsuma, 6, 0.02, 0.06
that, 6, 0.02, 0.01
which, 5, 0.01, 0.01
it, 5, 0.01, 0.0
tsutae, 4, 0.01, 0.03
written, 4, 0.01, 0.02
some, 4, 0.01, 0.01
text, 4, 0.01, 0.02
as, 3, 0.01, 0.0
by, 3, 0.01, 0.0
but, 3, 0.01, 0.01
kojiki, 3, 0.01, 0.03
this, 3, 0.01, 0.01
its, 3, 0.01, 0.01
for, 3, 0.01, 0.0
kami, 3, 0.01, 0.03
known, 3, 0.01, 0.01
have, 3, 0.01, 0.01
been, 2, 0.01, 0.01
old, 2, 0.01, 0.02
mainstream, 2, 0.01, 0.03
an, 2, 0.01, 0.0
characters, 2, 0.01, 0.02
are, 2, 0.01, 0.01
chinese, 2, 0.01, 0.02
nihon, 2, 0.01, 0.03
predates, 2, 0.01, 0.03
not, 2, 0.01, 0.01
poem, 2, 0.01, 0.02
with, 2, 0.01, 0.0
elaborate, 2, 0.01, 0.03
shoki, 2, 0.01, 0.03
work, 2, 0.01, 0.01
writing, 2, 0.01, 0.03
opinion, 2, 0.01, 0.03
amaterasu, 2, 0.01, 0.03
before, 2, 0.01, 0.02
use, 2, 0.01, 0.01
used, 2, 0.01, 0.01
his, 2, 0.01, 0.01
only, 2, 0.01, 0.02
from, 2, 0.01, 0.0
yamatokotoba, 2, 0.01, 0.03
history, 2, 0.01, 0.02
were, 2, 0.01, 0.01
on, 2, 0.01, 0.0
also, 2, 0.01, 0.01
manuscript, 2, 0.01, 0.03
